,ASV_ID,accession,percent_identity,query_len,e_value,bit_score,kingdom,phylum,class,order,family,genus,species
293,5faab8ba2a3a83be16f63353a8b154f1,KT257394,83.849,291,8.95E-70,278,NA,Oomycota,NA,NA,NA,Haptoglossa,Haptoglossa sp. DM2 4/12
294,6ec381d6cb8bc80e79731b99ed604e01,KT257394,82.818,291,9.02E-65,261,NA,Oomycota,NA,NA,NA,Haptoglossa,Haptoglossa sp. DM2 4/12
295,716c8a31044df0e7e419b0e96a0b19f4,KT257394,85.149,303,4.11E-78,305,NA,Oomycota,NA,NA,NA,Haptoglossa,Haptoglossa sp. DM2 4/12
296,8bb5609fd38cc0a5a65442ae4ca94432,KT257394,83.793,290,4.16E-68,272,NA,Oomycota,NA,NA,NA,Haptoglossa,Haptoglossa sp. DM2 4/12
297,d243fb773d6c5e400504b20ebb81f81e,KT257394,83.562,292,1.16E-68,274,NA,Oomycota,NA,NA,NA,Haptoglossa,Haptoglossa sp. DM2 4/12
298,d28c0b704e4ab871d8083844ac9a58d9,KT257394,83.505,291,4.16E-68,272,NA,Oomycota,NA,NA,NA,Haptoglossa,Haptoglossa sp. DM2 4/12
299,ec14772e24d60d460b92de6ee745556e,KT257394,84.959,246,1.94E-61,250,NA,Oomycota,NA,NA,NA,Haptoglossa,Haptoglossa sp. DM2 4/12
300,2c24119cf0e260d88adcfe733f930d64,JF907042,84.936,312,1.90E-81,316,NA,NA,Raphidophyceae,Chattonellales,Chattonellaceae,Chattonella,Chattonella subsalsa
301,30c5faf0febcb03a40c2dd1635270ee2,JF907042,85.256,312,4.08E-83,322,NA,NA,Raphidophyceae,Chattonellales,Chattonellaceae,Chattonella,Chattonella subsalsa
302,343f058fb4cf29481c635a07c852310e,JF907042,82.54,315,4.16E-68,272,NA,NA,Raphidophyceae,Chattonellales,Chattonellaceae,Chattonella,Chattonella subsalsa
303,6156a1297469c3584a19f54c29c9e81c,JF907042,82.201,309,9.02E-65,261,NA,NA,Raphidophyceae,Chattonellales,Chattonellaceae,Chattonella,Chattonella subsalsa
304,64c87e2e7e09a21e8aa294805c775a6f,JF907042,82.857,315,8.95E-70,278,NA,NA,Raphidophyceae,Chattonellales,Chattonellaceae,Chattonella,Chattonella subsalsa
305,6c1a44f8b4542265b02619bd563afa38,JF907042,83.175,315,1.92E-71,283,NA,NA,Raphidophyceae,Chattonellales,Chattonellaceae,Chattonella,Chattonella subsalsa
306,85bb692e86c3503f7c390bc1c0ff8793,JF907042,82.857,315,8.95E-70,278,NA,NA,Raphidophyceae,Chattonellales,Chattonellaceae,Chattonella,Chattonella subsalsa
307,8c30aa2c55b72f4b07de0db97473725c,JF907042,81.905,315,9.02E-65,261,NA,NA,Raphidophyceae,Chattonellales,Chattonellaceae,Chattonella,Chattonella subsalsa
308,9994a63cdd701f18b244ff3a9d1b169e,JF907042,83.175,315,1.92E-71,283,NA,NA,Raphidophyceae,Chattonellales,Chattonellaceae,Chattonella,Chattonella subsalsa
309,bddafe73d17130c9f67340dc59e1f53c,JF907042,82.54,315,4.16E-68,272,NA,NA,Raphidophyceae,Chattonellales,Chattonellaceae,Chattonella,Chattonella subsalsa
310,c0c7226f0f5e27b990789204f0fee15d,JF907042,82.857,315,8.95E-70,278,NA,NA,Raphidophyceae,Chattonellales,Chattonellaceae,Chattonella,Chattonella subsalsa
311,c4147afcdb16f999385cf8ca00fc92ac,JF907042,83.175,315,1.92E-71,283,NA,NA,Raphidophyceae,Chattonellales,Chattonellaceae,Chattonella,Chattonella subsalsa
312,071bd09306c501b8a80b8d9e8bd2ab3c,OM460701,83.673,294,1.16E-68,274,NA,NA,Phaeophyceae,Fucales,Sargassaceae,Sargassum,Sargassum sp.
313,16f47b854dfd0e3cf3ce7441171363b2,OM460701,83.673,294,1.23E-68,274,NA,NA,Phaeophyceae,Fucales,Sargassaceae,Sargassum,Sargassum sp.
314,187fef3a63379db638aff28da5b04687,OM460701,83.333,294,5.39E-67,268,NA,NA,Phaeophyceae,Fucales,Sargassaceae,Sargassum,Sargassum sp.
315,2f032e5a5de2232efedd83373fd70df1,OM460701,82.295,305,6.97E-66,265,NA,NA,Phaeophyceae,Fucales,Sargassaceae,Sargassum,Sargassum sp.
316,3aef6913a9406932b6caf43218b9016b,OM460701,83.333,294,5.39E-67,268,NA,NA,Phaeophyceae,Fucales,Sargassaceae,Sargassum,Sargassum sp.
317,4094038ceac51e2ae78695758d653c06,OM460701,83.333,294,5.39E-67,268,NA,NA,Phaeophyceae,Fucales,Sargassaceae,Sargassum,Sargassum sp.
318,4ea2a7bfde7ab857b27a7c54e8f8ee87,OM460701,83.673,294,1.16E-68,274,NA,NA,Phaeophyceae,Fucales,Sargassaceae,Sargassum,Sargassum sp.
319,5bd0745bbe9256ecd11253fc292f6638,OM460701,83.117,308,8.95E-70,278,NA,NA,Phaeophyceae,Fucales,Sargassaceae,Sargassum,Sargassum sp.
320,707b67149c77c2fc001b33f482e68374,OM460701,83.333,294,5.39E-67,268,NA,NA,Phaeophyceae,Fucales,Sargassaceae,Sargassum,Sargassum sp.
321,7efa8d56400c1ac6bdde8380919e2581,OM460701,83.333,294,5.39E-67,268,NA,NA,Phaeophyceae,Fucales,Sargassaceae,Sargassum,Sargassum sp.
322,82f74a77cb42e3566ba2f9b9642c264f,OM460701,83.673,294,1.16E-68,274,NA,NA,Phaeophyceae,Fucales,Sargassaceae,Sargassum,Sargassum sp.
323,86586bbbb2dbedc29397da2ec7feb896,OM460701,82.993,294,2.51E-65,263,NA,NA,Phaeophyceae,Fucales,Sargassaceae,Sargassum,Sargassum sp.
324,9490b459b87b4d2e41aa5010fee08542,OM460701,83.673,294,1.16E-68,274,NA,NA,Phaeophyceae,Fucales,Sargassaceae,Sargassum,Sargassum sp.
325,98f27f64e8f42cc193dc225dce04d64e,OM460701,84.014,294,2.49E-70,279,NA,NA,Phaeophyceae,Fucales,Sargassaceae,Sargassum,Sargassum sp.
326,9c25dce3201b2883d1b8bd157a2948a1,OM460701,83.333,294,5.39E-67,268,NA,NA,Phaeophyceae,Fucales,Sargassaceae,Sargassum,Sargassum sp.
327,9f3ccd53b13c8fcc6aaf8d2bd925abc0,OM460701,83.333,294,5.39E-67,268,NA,NA,Phaeophyceae,Fucales,Sargassaceae,Sargassum,Sargassum sp.
328,a9f6b6ca1cb45607a6bfdb87bf673950,OM460701,83.673,294,1.16E-68,274,NA,NA,Phaeophyceae,Fucales,Sargassaceae,Sargassum,Sargassum sp.
329,b53311f2179e218c9fc066c1150e0f21,OM460701,83.673,294,1.16E-68,274,NA,NA,Phaeophyceae,Fucales,Sargassaceae,Sargassum,Sargassum sp.
330,b8e9f9959fdc1bcb96469c5c37b94407,OM460701,83.333,294,5.39E-67,268,NA,NA,Phaeophyceae,Fucales,Sargassaceae,Sargassum,Sargassum sp.
331,bd1752daaed94661fd9ae70de3930024,OM460701,83.333,294,5.39E-67,268,NA,NA,Phaeophyceae,Fucales,Sargassaceae,Sargassum,Sargassum sp.
332,be6c2ade3c06d31095c9a7a1e047b202,OM460701,83.333,294,5.39E-67,268,NA,NA,Phaeophyceae,Fucales,Sargassaceae,Sargassum,Sargassum sp.
333,d1f686153173025562ced01d0fa96ac6,OM460701,82.623,305,1.50E-67,270,NA,NA,Phaeophyceae,Fucales,Sargassaceae,Sargassum,Sargassum sp.
334,d7c7ddb106dad7908ad70703fa6e4983,OM460701,83.333,294,5.39E-67,268,NA,NA,Phaeophyceae,Fucales,Sargassaceae,Sargassum,Sargassum sp.
335,d990348c750c790a600ac25e26a706e3,OM460701,83.333,294,5.39E-67,268,NA,NA,Phaeophyceae,Fucales,Sargassaceae,Sargassum,Sargassum sp.
336,e2eac16fd6743836a52fcbb92a4f3900,OM460701,83.333,294,5.39E-67,268,NA,NA,Phaeophyceae,Fucales,Sargassaceae,Sargassum,Sargassum sp.
337,e643b88d31d1114b69f439d991900bc6,OM460701,84.014,294,2.49E-70,279,NA,NA,Phaeophyceae,Fucales,Sargassaceae,Sargassum,Sargassum sp.
338,e90bcc8264a3f878ce3910723e2a41e0,OM460701,83.333,294,5.39E-67,268,NA,NA,Phaeophyceae,Fucales,Sargassaceae,Sargassum,Sargassum sp.
339,f0624c9e1a324cef9fcf1f6562c681b1,OM460701,83.333,294,5.39E-67,268,NA,NA,Phaeophyceae,Fucales,Sargassaceae,Sargassum,Sargassum sp.
340,f21f030dff18cbeab24cc6b336124b17,OM460701,83.333,294,5.39E-67,268,NA,NA,Phaeophyceae,Fucales,Sargassaceae,Sargassum,Sargassum sp.
341,02ceda66c9aadfade182ddb2b1fa8859,HM067012,99.367,316,1.03E-158,573,NA,NA,Dinophyceae,Gymnodiniales,Kareniaceae,Takayama,Takayama acrotrocha
342,10da24153e8592a70320d267febc95fb,HM067012,99.051,316,4.79E-157,568,NA,NA,Dinophyceae,Gymnodiniales,Kareniaceae,Takayama,Takayama acrotrocha
343,49d7092986822aba03946d023a39a4d1,HM067012,99.684,316,2.22E-160,579,NA,NA,Dinophyceae,Gymnodiniales,Kareniaceae,Takayama,Takayama acrotrocha
344,573cc2d53f8f427a29e4c59b272f95f5,HM067012,99.367,316,1.03E-158,573,NA,NA,Dinophyceae,Gymnodiniales,Kareniaceae,Takayama,Takayama acrotrocha
345,7527cef31ca13e58a50ea7be7501fc4d,HM067012,99.051,316,4.79E-157,568,NA,NA,Dinophyceae,Gymnodiniales,Kareniaceae,Takayama,Takayama acrotrocha
346,9d6041c9fce50134cfda76efd3e60ca7,HM067012,99.051,316,4.79E-157,568,NA,NA,Dinophyceae,Gymnodiniales,Kareniaceae,Takayama,Takayama acrotrocha
347,b6aa25cdef4ba12274a1ba9d04334189,HM067012,99.367,316,1.03E-158,573,NA,NA,Dinophyceae,Gymnodiniales,Kareniaceae,Takayama,Takayama acrotrocha
348,eea647cf08dd8dfcf85d2397d822f5a3,HM067012,99.367,316,1.03E-158,573,NA,NA,Dinophyceae,Gymnodiniales,Kareniaceae,Takayama,Takayama acrotrocha
349,3e2764547b4f1839043cd52455cfb852,MG421931,84.127,315,5.31E-77,302,Metazoa,Cnidaria,Hydrozoa,NA,NA,NA,Hydrozoa sp. BCnid2010-008
350,55784d9fddcefc63e991ae1ca65cae9e,OR926977,83.045,289,9.02E-65,261,NA,Arthropoda,Insecta,Diptera,Phoridae,Megaselia,Megaselia bifurcata
351,18e05647e5dec9bf4b1568701b662c0e,MW735768,98.418,316,1.04E-153,556,Metazoa,Ctenophora,Tentaculata,Lobata,Eurhamphaeidae,Eurhamphaea,Eurhamphaea vexilligera
352,1ed86b319b378a413255a0c647546fa6,KP136553,91.475,305,1.41E-112,420,Metazoa,Arthropoda,NA,NA,NA,NA,Crustacea environmental sample
353,2c0054be6f570494c0b9cf843d09f127,NC_085329,82.253,293,1.95E-61,250,NA,NA,Phaeophyceae,Dictyotales,Dictyotaceae,Dictyotopsis,Dictyotopsis propagulifera
354,885f28cf0e1032bcf03b93b20da42893,NC_085329,86.254,291,6.82E-81,315,NA,NA,Phaeophyceae,Dictyotales,Dictyotaceae,Dictyotopsis,Dictyotopsis propagulifera
355,8f87f0ef266568e8b42b2ef58d65e4c4,NC_085329,82.594,293,4.19E-63,255,NA,NA,Phaeophyceae,Dictyotales,Dictyotaceae,Dictyotopsis,Dictyotopsis propagulifera
356,9e605fb4c03faaf3db82ed6ca5cebdfe,NC_085329,82.935,293,9.02E-65,261,NA,NA,Phaeophyceae,Dictyotales,Dictyotaceae,Dictyotopsis,Dictyotopsis propagulifera
357,b541792199fe14c64855c8f0370cb731,NC_085329,82.253,293,1.95E-61,250,NA,NA,Phaeophyceae,Dictyotales,Dictyotaceae,Dictyotopsis,Dictyotopsis propagulifera
358,d3055de9896c65140b10d860a1cdf722,NC_085329,82.792,308,4.16E-68,272,NA,NA,Phaeophyceae,Dictyotales,Dictyotaceae,Dictyotopsis,Dictyotopsis propagulifera
359,2ba8835be3952a2f5c15271abbe391f8,HQ708384,81.789,313,9.02E-65,261,NA,Oomycota,NA,Peronosporales,Peronosporaceae,Phytophthora,Phytophthora quercina
360,89a953ec0f53138564a54e8b085d2b8e,KX665245,98.714,311,1.33E-152,553,Metazoa,Cnidaria,Hydrozoa,Leptothecata,Clytiidae,Clytia,Clytia sp. 1 AFC-2016
361,d16b6e852626c5beddfd8231e0dc1e09,HQ548255,81.818,297,1.95E-61,250,NA,NA,Insecta,Diptera,Tachinidae,Ceromya,Ceromya sp. Janzen34
362,7fc9c772981876f24df70188b7c1ecc9,CP099434,86.084,309,1.88E-86,333,Fungi,Ascomycota,Dothideomycetes,Mycosphaerellales,Mycosphaerellaceae,Septoria,Septoria linicola
363,877349a06e345f2192b38e327ae8828c,MF867799,82.903,310,6.92E-71,281,NA,Arthropoda,Insecta,Diptera,Mycetophilidae,Boletina,Boletina sp. BIOUG21644-F08
364,5a6a986047f66eeda7dbd0f8c06ad06d,LC716768,87.859,313,5.16E-97,368,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Ophiocordycipitaceae,Purpureocillium,Purpureocillium lilacinum
365,2a7d8572a79eda14e51923a02cb83e8f,KU197692,82.748,313,8.95E-70,278,Metazoa,Nemertea,Palaeonemertea,Archinemertea,Cephalotrichidae,Cephalothrix,Cephalothrix sp. 1 TCH-2015
366,c7c25b5db04f3f1e7437d4862c397ef8,KU197692,82.428,313,4.16E-68,272,Metazoa,Nemertea,Palaeonemertea,Archinemertea,Cephalotrichidae,Cephalothrix,Cephalothrix sp. 1 TCH-2015
367,95cd7fea0b586abd78545e87556751b9,KY818387,83.045,289,2.51E-65,263,Metazoa,Mollusca,Gastropoda,Stylommatophora,Hygromiidae,Ganula,Ganula sp. 2 MTN-2017
368,2ad24d66ca5ee02dc75d50f7718621eb,NC_022168,100,313,2.19E-160,579,Fungi,Ascomycota,Pichiomycetes,Serinales,Debaryomycetaceae,Spathaspora,[Candida] sake
369,5be8a511f2778acddd768777820d6aa5,KC440070,83.63,281,6.97E-66,265,Metazoa,Cnidaria,Hydrozoa,Leptothecata,Campanulariidae,Eucheilota,Eucheilota maculata
370,ddf0afbe1b939d7f44d5edc6ed898d91,KC440070,83.986,281,1.50E-67,270,Metazoa,Cnidaria,Hydrozoa,Leptothecata,Campanulariidae,Eucheilota,Eucheilota maculata
371,06751983e3fb16bc3ca470ca5b58523e,LC797028,99.042,313,2.21E-155,562,Fungi,Ascomycota,Eurotiomycetes,Eurotiales,Aspergillaceae,Aspergillus,Aspergillus magnivesiculatus
372,72f0d57de571096551ea389303bdd4a5,LC797028,99.042,313,2.21E-155,562,Fungi,Ascomycota,Eurotiomycetes,Eurotiales,Aspergillaceae,Aspergillus,Aspergillus magnivesiculatus
373,77dca8cd4945cfc71aa963efabaac41d,LC797028,98.722,313,1.03E-153,556,Fungi,Ascomycota,Eurotiomycetes,Eurotiales,Aspergillaceae,Aspergillus,Aspergillus magnivesiculatus
374,fcbb3df4a036728e300e21743ff750a3,LC797028,94.888,313,1.06E-133,490,Fungi,Ascomycota,Eurotiomycetes,Eurotiales,Aspergillaceae,Aspergillus,Aspergillus magnivesiculatus
375,00f0194536f236dd28e76e97b9ddb3c5,KF697349,82.581,310,5.39E-67,268,NA,NA,Chrysophyceae,Chromulinales,Chromulinaceae,Pedospumella,Pedospumella sinomuralis
376,07399ded2b4143b33ae35a0c2e010905,KF697349,88.889,306,8.58E-100,377,NA,NA,Chrysophyceae,Chromulinales,Chromulinaceae,Pedospumella,Pedospumella sinomuralis
377,1e2a7b8f764cc2643ecec13d57de1f2d,KF697349,88.562,306,3.99E-98,372,NA,NA,Chrysophyceae,Chromulinales,Chromulinaceae,Pedospumella,Pedospumella sinomuralis
378,2797048642817cb899985ea061378250,KF697349,89.216,306,1.84E-101,383,NA,NA,Chrysophyceae,Chromulinales,Chromulinaceae,Pedospumella,Pedospumella sinomuralis
379,3314091977aca05fd3203f92e4412951,KF697349,82.903,310,1.16E-68,274,NA,NA,Chrysophyceae,Chromulinales,Chromulinaceae,Pedospumella,Pedospumella sinomuralis
380,335ec7caf774f3f5a5a2e9d779a25ea4,KF697349,90.879,307,2.35E-110,412,NA,NA,Chrysophyceae,Chromulinales,Chromulinaceae,Pedospumella,Pedospumella sinomuralis
381,33eea9e74b28b1a64d0fdef1ce3b25c5,KF697349,82.903,310,1.16E-68,274,NA,NA,Chrysophyceae,Chromulinales,Chromulinaceae,Pedospumella,Pedospumella sinomuralis
382,39982b8346197b758938e36b70bcba38,KF697349,83.036,336,2.10E-76,300,NA,NA,Chrysophyceae,Chromulinales,Chromulinaceae,Pedospumella,Pedospumella sinomuralis
383,4b8100ec5ff168a1318720d37a56d7d5,KF697349,82.581,310,5.39E-67,268,NA,NA,Chrysophyceae,Chromulinales,Chromulinaceae,Pedospumella,Pedospumella sinomuralis
384,65013eae1d87a0ea68a7c9bb3ea4c588,KF697349,84.488,303,1.91E-76,300,NA,NA,Chrysophyceae,Chromulinales,Chromulinaceae,Pedospumella,Pedospumella sinomuralis
385,7c6bb15dffcefeb48eadf8b0a48c757f,KF697349,82.581,310,5.39E-67,268,NA,NA,Chrysophyceae,Chromulinales,Chromulinaceae,Pedospumella,Pedospumella sinomuralis
386,8da9af0aebad8774b47ebc4bdd03e883,KF697349,91.205,307,5.06E-112,418,NA,NA,Chrysophyceae,Chromulinales,Chromulinaceae,Pedospumella,Pedospumella sinomuralis
387,959788cc1dc38858b1cd21e442be1a60,KF697349,84.818,303,4.11E-78,305,NA,NA,Chrysophyceae,Chromulinales,Chromulinaceae,Pedospumella,Pedospumella sinomuralis
388,99708c48109d576dc2ee5e100b49b903,KF697349,86.557,305,1.46E-87,337,NA,NA,Chrysophyceae,Chromulinales,Chromulinaceae,Pedospumella,Pedospumella sinomuralis
389,9fc5a57ad93590713004b20abc964b3f,KF697349,88.889,306,8.58E-100,377,NA,NA,Chrysophyceae,Chromulinales,Chromulinaceae,Pedospumella,Pedospumella sinomuralis
390,a5994c5b1df016dd16417c688566a6ec,KF697349,85.668,307,1.13E-83,324,NA,NA,Chrysophyceae,Chromulinales,Chromulinaceae,Pedospumella,Pedospumella sinomuralis
391,ad3d8267be42e48f2389cde5b6e01191,KF697349,82.581,310,5.39E-67,268,NA,NA,Chrysophyceae,Chromulinales,Chromulinaceae,Pedospumella,Pedospumella sinomuralis
392,cd36a5cec710525a2633dd43f7c62ec5,KF697349,85.149,303,8.83E-80,311,NA,NA,Chrysophyceae,Chromulinales,Chromulinaceae,Pedospumella,Pedospumella sinomuralis
393,d9d849246225bf92f1d9cce08433c149,KF697349,85.016,307,2.45E-80,313,NA,NA,Chrysophyceae,Chromulinales,Chromulinaceae,Pedospumella,Pedospumella sinomuralis
394,dce64a6cab32b25b3d2c75d8a03d7e39,KF697349,82.258,310,2.51E-65,263,NA,NA,Chrysophyceae,Chromulinales,Chromulinaceae,Pedospumella,Pedospumella sinomuralis
395,e99e3364ea447e72246fb7727f8807a4,KF697349,88.889,306,8.58E-100,377,NA,NA,Chrysophyceae,Chromulinales,Chromulinaceae,Pedospumella,Pedospumella sinomuralis
396,f130d3c6caab2d6744ee8ad56850299e,KF697349,90.879,307,2.35E-110,412,NA,NA,Chrysophyceae,Chromulinales,Chromulinaceae,Pedospumella,Pedospumella sinomuralis
397,fea2f86408474eea942f23740e083dcb,KF697349,84.818,303,4.11E-78,305,NA,NA,Chrysophyceae,Chromulinales,Chromulinaceae,Pedospumella,Pedospumella sinomuralis
398,fee3e6bb5ff40fce12f34f625b573da1,KF697349,88.889,306,8.58E-100,377,NA,NA,Chrysophyceae,Chromulinales,Chromulinaceae,Pedospumella,Pedospumella sinomuralis
399,054a47936550cf871b8c771b4728b467,LC595934,82.428,313,4.16E-68,272,NA,Oomycota,NA,Peronosporales,Peronosporaceae,Phytophthora,Phytophthora pistaciae
400,9c036861debcacde85d281a8c574d5b8,LC595934,82.109,313,1.94E-66,267,NA,Oomycota,NA,Peronosporales,Peronosporaceae,Phytophthora,Phytophthora pistaciae
401,9f7d120b347c237ad3e229cceacbd611,LC595934,82.109,313,1.94E-66,267,NA,Oomycota,NA,Peronosporales,Peronosporaceae,Phytophthora,Phytophthora pistaciae
402,581358f08ebe429ae7d97a188290e786,MG968198,83.103,290,3.21E-64,259,NA,Arthropoda,Insecta,Diptera,Tachinidae,Erynniopsis,Erynniopsis antennata
403,5c97a737ff494c8afedb13a17d9448ad,MG109150,82.639,288,4.19E-63,255,NA,Arthropoda,Insecta,Diptera,Mycetophilidae,Mycetophila,Mycetophila sp. BIOUG22064-D04
404,9cfb9a714040cb684ac983e87a9295a6,EF377325,84.091,308,6.95E-76,298,NA,NA,Dinophyceae,Prorocentrales,Prorocentraceae,Prorocentrum,Prorocentrum lima
405,03aa07557ed6a42b61122e54894b8b51,FJ939572,100,316,4.76E-162,584,NA,NA,Dinophyceae,Prorocentrales,Prorocentraceae,Prorocentrum,Prorocentrum minimum
406,539f1d1afcf33dde2324d77e5ba62232,FJ939572,99.367,316,1.03E-158,573,NA,NA,Dinophyceae,Prorocentrales,Prorocentraceae,Prorocentrum,Prorocentrum minimum
407,625300d309b785527b3a43f4b505c198,FJ939572,99.684,316,2.22E-160,579,NA,NA,Dinophyceae,Prorocentrales,Prorocentraceae,Prorocentrum,Prorocentrum minimum
408,e0bb550c819fde3b2118a1fca99e6d58,FJ939572,99.684,316,2.22E-160,579,NA,NA,Dinophyceae,Prorocentrales,Prorocentraceae,Prorocentrum,Prorocentrum minimum
409,0e617e3114bc3af48829cade986e8389,MH535935,83.051,295,1.94E-66,267,NA,NA,NA,NA,NA,NA,Amoebozoa sp.
410,5c8122bf361b2deb6046c16f03c348da,MH535935,86.957,299,1.46E-87,337,NA,NA,NA,NA,NA,NA,Amoebozoa sp.
411,6a0859d649837a667eecc81cd95a9d8c,MH535935,87.543,289,5.24E-87,335,NA,NA,NA,NA,NA,NA,Amoebozoa sp.
412,6f4c407da2b69908de04aefbbd7bf029,MH535935,82.278,316,1.94E-66,267,NA,NA,NA,NA,NA,NA,Amoebozoa sp.
413,9b0101564718806da0f98596ae5eea95,MH535935,87.213,305,6.73E-91,348,NA,NA,NA,NA,NA,NA,Amoebozoa sp.
414,a419de464056d9ae06a86cb680aa21ce,MH535935,84.211,304,8.89E-75,294,NA,NA,NA,NA,NA,NA,Amoebozoa sp.
415,ae2ffe9f11633deacc0dbb344638d808,MH535935,83.39,295,4.16E-68,272,NA,NA,NA,NA,NA,NA,Amoebozoa sp.
416,b8859e477fa923381f8c4ff20f5ef75d,MH535935,87.541,305,1.45E-92,353,NA,NA,NA,NA,NA,NA,Amoebozoa sp.
417,bbfc9213a4ab5c7c3a9f67d0c979d993,MH535935,82.278,316,1.94E-66,267,NA,NA,NA,NA,NA,NA,Amoebozoa sp.
418,d6011da9f8f352a577b85bf0692083a8,MH535936,81.699,306,5.43E-62,252,NA,NA,NA,NA,NA,NA,Amoebozoa sp.
419,e6f9e5592b15c823a3b2ef594428e337,MH535935,84.539,304,1.91E-76,300,NA,NA,NA,NA,NA,NA,Amoebozoa sp.
420,e9f5673d8413ef4dd453795d0f0c12d9,MH535935,83.333,282,3.24E-64,259,NA,NA,NA,NA,NA,NA,Amoebozoa sp.
421,efe1cf0e53e6752fed5b83264cb354da,MH535935,82.595,316,4.16E-68,272,NA,NA,NA,NA,NA,NA,Amoebozoa sp.
422,02435eafffe4caae713add3999d2b858,MN082145,84.615,312,8.83E-80,311,NA,NA,NA,Telonemida,NA,NA,Telonemida sp.
423,26746eececdcac804b397008bc299880,AM286310,83.986,281,1.50E-67,270,Metazoa,Mollusca,Gastropoda,NA,Planorbidae,Bulinus,Bulinus forskalii
424,41497b6c2cd8a49407b3cc50b4dcd898,NC_058638,85.121,289,3.20E-74,292,Fungi,Zoopagomycota,Entomophthoromycetes,Entomophthorales,Ancylistaceae,Conidiobolus,Conidiobolus mycophagus
425,e4fbc74b1973be189d1bf6e9169909d6,NC_058638,83.766,308,4.14E-73,289,Fungi,Zoopagomycota,Entomophthoromycetes,Entomophthorales,Ancylistaceae,Conidiobolus,Conidiobolus mycophagus
426,84511c00bd807c8ac2d5f1ef9cab4c9f,OP903811,82.258,310,3.24E-64,259,NA,Oomycota,NA,Pythiales,Pythiaceae,Phytopythium,Phytopythium citrinum
427,441277b45ad24da0c207ca958b4ad69f,MF891314,84.722,288,4.14E-73,289,NA,Arthropoda,Insecta,Diptera,Mycetophilidae,Sceptonia,Sceptonia sp. BIOUG19150-A10
428,b1f8a9e9f19ec7f1447e324a2d84e35d,MF891314,84.722,288,4.12E-73,289,NA,Arthropoda,Insecta,Diptera,Mycetophilidae,Sceptonia,Sceptonia sp. BIOUG19150-A10
429,04c6883d04a12d57305a8b91197afb79,MG202007,85.942,313,5.24E-87,335,NA,Picozoa,NA,NA,NA,NA,Picobiliphyte sp. MS584-11
430,0b7fbda190629caf14f7db4bace9bc2b,MG202007,91.374,313,2.34E-115,429,NA,Picozoa,NA,NA,NA,NA,Picobiliphyte sp. MS584-11
431,265f2f2cc95c50808ed0421dfd651c4a,MG202007,87.625,299,3.10E-89,342,NA,Picozoa,NA,NA,NA,NA,Picobiliphyte sp. MS584-11
432,3047a583408c96b3cf75ccdcbd218bf2,MG202007,86.513,304,5.24E-87,335,NA,Picozoa,NA,NA,NA,NA,Picobiliphyte sp. MS584-11
433,3ca17cf33265a8d058d2bc6b5d02185b,MG202007,87.171,304,2.42E-90,346,NA,Picozoa,NA,NA,NA,NA,Picobiliphyte sp. MS584-11
434,6ce54bf067b421653106cff5333c6ce4,MG202007,86.943,314,5.20E-92,351,NA,Picozoa,NA,NA,NA,NA,Picobiliphyte sp. MS584-11
435,8f0cc4edf38970ea0d3a3e2b4f0bc985,MG202007,86.184,304,2.44E-85,329,NA,Picozoa,NA,NA,NA,NA,Picobiliphyte sp. MS584-11
436,99704fdcdb65b00e918a5a79bbd95cf8,MG202007,86.755,302,1.46E-87,337,NA,Picozoa,NA,NA,NA,NA,Picobiliphyte sp. MS584-11
437,b1a4d1428180e23d09a7ae33a8d32ee3,MG202007,86.557,305,1.88E-86,333,NA,Picozoa,NA,NA,NA,NA,Picobiliphyte sp. MS584-11
438,ce90c260385a3efcee9c47522a7e2999,MG202007,86.23,305,8.76E-85,327,NA,Picozoa,NA,NA,NA,NA,Picobiliphyte sp. MS584-11
439,db1e444f6032dc44014f16ff29200e48,MG202007,86.624,314,2.42E-90,346,NA,Picozoa,NA,NA,NA,NA,Picobiliphyte sp. MS584-11
440,e25338663fb35ba6a6804877d080cfe0,MG202007,86.842,304,1.13E-88,340,NA,Picozoa,NA,NA,NA,NA,Picobiliphyte sp. MS584-11
441,f30b496e1976b749fb686e56097b7bc1,MG202007,86.557,305,5.24E-87,335,NA,Picozoa,NA,NA,NA,NA,Picobiliphyte sp. MS584-11
442,8c9f27773ea14506c3a87ccb4e218232,EF104667,82.353,289,1.95E-61,250,NA,Arthropoda,Insecta,Diptera,Agromyzidae,Ophiomyia,Ophiomyia sp. Opcam-1
443,0e5c6f17442e55192db096b1f1b200a0,NC_036938,81.731,312,9.02E-65,261,NA,Haptophyta,NA,Prymnesiales,Chrysochromulinaceae,Chrysochromulina,Chrysochromulina parva
444,341d3699caed7ecb01520852dbb194b1,NC_036938,81.41,312,4.19E-63,255,NA,Haptophyta,NA,Prymnesiales,Chrysochromulinaceae,Chrysochromulina,Chrysochromulina parva
445,4e20be728c13a0c869d79c845b268d2b,NC_036938,86.581,313,2.42E-90,346,NA,Haptophyta,NA,Prymnesiales,Chrysochromulinaceae,Chrysochromulina,Chrysochromulina parva
446,51b2dc0007e912513b6efe37c092fd69,NC_036938,86.262,313,1.13E-88,340,NA,Haptophyta,NA,Prymnesiales,Chrysochromulinaceae,Chrysochromulina,Chrysochromulina parva
